User ID,Dish Name,Order Date & Time,Order Quantity,Total Price,Rating Given,Special Requests,Hour,Rating,Category,Calories (kcal),Protein (g),Carbs (g),Fat (g),Price,Restaurant Name,Cuisine,Total Calories,Total Protein,Total Carbs,Total Fat
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.916666666666667,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.8333333333333335,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,1.0,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.41666666666666696,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.5833333333333335,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.5000000000000004,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.25,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.6666666666666665,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.8333333333333335,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,103.67835757057313,4.0,,1,0.6666666666666665,side,-0.015789260422022004,-0.5300570748352044,-0.17673491967925908,-0.43979051495828697,34.72222222222221,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.8333333333333335,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.16666666666666696,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.8333333333333335,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.6666666666666665,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.08333333333333348,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.3333333333333339,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.6666666666666665,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.0,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.0,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.41666666666666696,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,128.3147989734816,3.4,,2,0.6666666666666665,main course,0.19169905751645208,-0.40373506167354345,0.6889666360377906,0.654322473474525,124.0079365079365,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U039,Paneer Butter Masala,2025-01-01 02:25:00,0.5,592.3011120615911,,extra veggies,2,0.916666666666667,main course,1.3872269846857552,0.9858070831047263,-0.17673491967925908,0.38079422636632204,270.8333333333333,Kolkata Mishti,North Indian,0.6936134923428776,0.4929035415523632,-0.0883674598396296,0.1903971131831609
U039,Paneer Butter Masala,2025-01-01 02:25:00,0.5,592.3011120615911,,extra veggies,2,0.916666666666667,main course,1.3872269846857552,0.9858070831047263,-0.17673491967925908,0.38079422636632204,270.8333333333333,Kolkata Mishti,North Indian,0.6936134923428776,0.4929035415523632,-0.0883674598396296,0.1903971131831609
U039,Paneer Butter Masala,2025-01-01 02:25:00,0.5,592.3011120615911,,extra veggies,2,0.8333333333333335,main course,1.3872269846857552,0.9858070831047263,-0.17673491967925908,0.38079422636632204,270.8333333333333,Kolkata Mishti,North Indian,0.6936134923428776,0.4929035415523632,-0.0883674598396296,0.1903971131831609
U039,Paneer Butter Masala,2025-01-01 02:25:00,0.5,592.3011120615911,,extra veggies,2,0.41666666666666696,main course,1.3872269846857552,0.9858070831047263,-0.17673491967925908,0.38079422636632204,270.8333333333333,Kolkata Mishti,North Indian,0.6936134923428776,0.4929035415523632,-0.0883674598396296,0.1903971131831609
U039,Paneer Butter Masala,2025-01-01 02:25:00,0.5,592.3011120615911,,extra veggies,2,0.08333333333333348,main course,1.3872269846857552,0.9858070831047263,-0.17673491967925908,0.38079422636632204,270.8333333333333,Kolkata Mishti,North Indian,0.6936134923428776,0.4929035415523632,-0.0883674598396296,0.1903971131831609
U039,Paneer Butter Masala,2025-01-01 02:25:00,0.5,592.3011120615911,,extra veggies,2,0.7500000000000004,main course,1.3872269846857552,0.9858070831047263,-0.17673491967925908,0.38079422636632204,270.8333333333333,Kolkata Mishti,North Indian,0.6936134923428776,0.4929035415523632,-0.0883674598396296,0.1903971131831609
