User ID,Dish Name,Order Date & Time,Order Quantity,Total Price,Rating Given,Special Requests,Hour,Rating,Category,Calories (kcal),Protein (g),Carbs (g),Fat (g),Price,Restaurant Name,Cuisine,Total Calories,Total Protein,Total Carbs,Total Fat
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.916666666666667,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.8333333333333335,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,1.0,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.41666666666666696,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.5833333333333335,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.5000000000000004,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.25,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.6666666666666665,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.8333333333333335,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U037,Butter Naan,2025-01-01 01:55:00,0.5,0.08639863130881094,4.0,,1,0.6666666666666665,side,-0.015789260422022035,-0.5300570748352046,-0.1767349196792592,-0.43979051495828697,0.06944444444444442,Andhra Spice,North Indian,-0.007894630211011017,-0.2650285374176023,-0.0883674598396296,-0.21989525747914349
U041,Misal Pav,2025-01-01 02:02:00,0.0,0.106928999144568,3.4,,2,0.8333333333333335,main course,0.19169905751645205,-0.4037350616735436,0.6889666360377905,0.6543224734745248,0.24801587301587302,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,0.106928999144568,3.4,,2,0.16666666666666696,main course,0.19169905751645205,-0.4037350616735436,0.6889666360377905,0.6543224734745248,0.24801587301587302,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,0.106928999144568,3.4,,2,0.8333333333333335,main course,0.19169905751645205,-0.4037350616735436,0.6889666360377905,0.6543224734745248,0.24801587301587302,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,0.106928999144568,3.4,,2,0.6666666666666665,main course,0.19169905751645205,-0.4037350616735436,0.6889666360377905,0.6543224734745248,0.24801587301587302,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
U041,Misal Pav,2025-01-01 02:02:00,0.0,0.106928999144568,3.4,,2,0.08333333333333348,main course,0.19169905751645205,-0.4037350616735436,0.6889666360377905,0.6543224734745248,0.24801587301587302,Golden Spoon,Street Food,0.0,-0.0,0.0,0.0
